OBJECTID,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
568,GO-2021933259,2021,4/28/2021 4:00:00 AM,1400,2021,5/20/2021 4:00:00 AM,1253,D22,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,2SLGBTQ+,,Yes,Mischief Under $5000,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),No
569,GO-2021788273,2021,4/29/2021 4:00:00 AM,1941,2021,4/29/2021 4:00:00 AM,1941,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,"Black, East/Southeast Asian",,,,2SLGBTQ+,,Yes,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),No
570,GO-2021791912,2021,4/30/2021 4:00:00 AM,30,2021,4/30/2021 4:00:00 AM,1126,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),No
571,GO-2021963450,2021,4/30/2021 4:00:00 AM,900,2021,5/24/2021 4:00:00 AM,1901,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,Israeli,,,,,No,Mischief Under $5000,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),No
572,GO-2021802780,2021,5/1/2021 4:00:00 AM,2146,2021,5/3/2021 4:00:00 AM,800,D51,Public Transportation,NO,NO,Black,,,,,,No,Mischief Interfere With Property,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),No
573,GO-2021814585,2021,5/2/2021 4:00:00 AM,1520,2021,5/3/2021 4:00:00 AM,1853,D33,"Open Area, Park or Parking Lot",NO,NO,,,,Muslim,,,No,Uttering Threats - Bodily Harm,048,Hillcrest Village (48),048,Hillcrest Village (48),No
574,GO-2021826960,2021,5/5/2021 4:00:00 AM,1358,2021,5/5/2021 4:00:00 AM,1358,D23,Public Transportation,NO,NO,,,,Jewish,,Woman,Yes,Mischief Under $5000,NSA,NSA,NSA,NSA,No
575,GO-2021826425,2021,5/5/2021 4:00:00 AM,1240,2021,5/5/2021 4:00:00 AM,1243,D51,Streets/Roadways/Highway,NO,NO,Black,,,,,,No,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),Yes
576,GO-2021859797,2021,5/10/2021 4:00:00 AM,820,2021,5/10/2021 4:00:00 AM,957,D53,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,No,Assault,173,North Toronto (173),104,Mount Pleasant West (104),Yes
577,GO-2021867624,2021,5/10/2021 4:00:00 AM,2000,2021,5/11/2021 4:00:00 AM,1431,D12,Streets/Roadways/Highway,NO,NO,Black,,,,,,No,Mischief Under $5000,113,Weston (113),113,Weston (113),No
578,GO-2021870722,2021,5/11/2021 4:00:00 AM,1821,2021,5/11/2021 4:00:00 AM,1901,D51,Public Transportation,NO,NO,Black,,,,,,No,Mischief Under $5000,072,Regent Park (72),072,Regent Park (72),No
579,GO-2021862686,2021,5/11/2021 4:00:00 AM,125,2021,5/11/2021 4:00:00 AM,125,D23,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,,,,Muslim,,,No,Uttering Threats - Bodily Harm,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),No
580,GO-2021865578,2021,5/11/2021 4:00:00 AM,349,2021,5/11/2021 4:00:00 AM,349,D55,Public Transportation,NO,NO,Black,,,Jewish,,,Yes,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),No
581,GO-2021892509,2021,5/14/2021 4:00:00 AM,1110,2021,5/14/2021 4:00:00 AM,1737,D22,Government Building,NO,NO,Black,,,Jewish,,,Yes,Mischief Under $5000,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),Yes
582,GO-2021890663,2021,5/14/2021 4:00:00 AM,1318,2021,5/14/2021 4:00:00 AM,1611,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,Israeli,,Jewish,,,Yes,Harassing Communications,033,Clanton Park (33),033,Clanton Park (33),No
583,GO-2021898349,2021,5/15/2021 4:00:00 AM,450,2021,5/15/2021 4:00:00 AM,1602,D31,Streets/Roadways/Highway,NO,NO,Black,,,,,,No,Mischief Under $5000,021,Humber Summit (21),021,Humber Summit (21),No
584,GO-2021900998,2021,5/15/2021 4:00:00 AM,2200,2021,5/15/2021 4:00:00 AM,2254,D52,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),No
585,GO-2021900425,2021,5/15/2021 4:00:00 AM,2025,2021,5/15/2021 4:00:00 AM,2045,D52,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),Yes
586,GO-2021903644,2021,5/15/2021 4:00:00 AM,1530,2021,5/16/2021 4:00:00 AM,1315,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Assault With a Weapon,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),No
587,GO-2021907262,2021,5/15/2021 4:00:00 AM,2100,2021,5/16/2021 4:00:00 AM,2125,D52,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Assault With a Weapon,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
588,GO-2021911402,2021,5/17/2021 4:00:00 AM,1100,2021,5/17/2021 4:00:00 AM,1531,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),No
589,GO-2021913458,2021,5/17/2021 4:00:00 AM,1745,2021,5/17/2021 4:00:00 AM,1745,D11,Streets/Roadways/Highway,NO,NO,,,,,,Transgender Woman (Identifies As Woman),No,Uttering Threats - Bodily Harm,088,High Park North (88),088,High Park North (88),No
590,GO-2021921486,2021,5/18/2021 4:00:00 AM,1755,2021,5/18/2021 4:00:00 AM,2017,D11,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,No,Mischief Under $5000,087,High Park-Swansea (87),087,High Park-Swansea (87),No
591,GO-2021927369,2021,5/19/2021 4:00:00 AM,1430,2021,5/19/2021 4:00:00 AM,1722,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,070,South Riverdale (70),070,South Riverdale (70),No
592,GO-2021957429,2021,5/23/2021 4:00:00 AM,1910,2021,5/23/2021 4:00:00 AM,1910,D51,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,No,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),No
593,GO-2021962565,2021,5/24/2021 4:00:00 AM,1520,2021,5/24/2021 4:00:00 AM,1532,D22,"Open Area, Park or Parking Lot",NO,NO,Black,,,,,,No,Assault,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),No
594,GO-2021962023,2021,5/24/2021 4:00:00 AM,1240,2021,5/24/2021 4:00:00 AM,1605,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,No,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
595,GO-2021992486,2021,5/28/2021 4:00:00 AM,1452,2021,5/28/2021 4:00:00 AM,1840,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,"Black, East/Southeast Asian",,,,,,Yes,Harassing Communications,036,Newtonbrook West (36),036,Newtonbrook West (36),No
596,GO-20211013649,2021,5/31/2021 4:00:00 AM,2025,2021,5/31/2021 4:00:00 AM,2146,D51,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,No,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),No
597,GO-20211009522,2021,5/31/2021 4:00:00 AM,1135,2021,5/31/2021 4:00:00 AM,1135,D43,Religious Place of Worship/Cultural Centre,NO,NO,,,,,,Woman,No,Mischief Under $5000,136,West Hill (136),136,West Hill (136),No
598,GO-20211023985,2021,6/1/2021 4:00:00 AM,900,2021,6/2/2021 4:00:00 AM,1046,D53,"Open Area, Park or Parking Lot",NO,NO,,Arab,,,,,No,Mischief Under $5000,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),No
599,GO-20211021710,2021,6/1/2021 4:00:00 AM,1400,2021,6/1/2021 4:00:00 AM,1439,NSA,Streets/Roadways/Highway,NO,NO,,,,,,Transgender Woman (Identifies As Woman),No,Assault Causing Bodily Harm,NSA,NSA,NSA,NSA,Yes
600,GO-20211035664,2021,6/3/2021 4:00:00 AM,2152,2021,6/3/2021 4:00:00 AM,2153,D52,Streets/Roadways/Highway,NO,NO,South Asian,,,,,,No,Assault With a Weapon,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),No
601,GO-20211031689,2021,6/3/2021 4:00:00 AM,1152,2021,6/3/2021 4:00:00 AM,1152,D41,"Open Area, Park or Parking Lot",NO,NO,Black,,,,,,No,Assault Causing Bodily Harm,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),Yes
602,GO-20211060149,2021,6/4/2021 4:00:00 AM,1400,2021,6/7/2021 4:00:00 AM,1040,D42,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Theft,116,Steeles (116),116,Steeles (116),No
603,GO-20211054816,2021,6/5/2021 4:00:00 AM,2307,2021,6/6/2021 4:00:00 AM,1300,D55,Streets/Roadways/Highway,NO,NO,,,,,Gay,,No,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),No
604,GO-20211052702,2021,6/5/2021 4:00:00 AM,2300,2021,6/6/2021 4:00:00 AM,839,D13,Streets/Roadways/Highway,NO,NO,Black,,,,,,No,Mischief Under $5000,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),No
605,GO-20211054257,2021,6/5/2021 4:00:00 AM,1530,2021,6/6/2021 4:00:00 AM,1330,D55,Streets/Roadways/Highway,NO,NO,Black,,,,,,No,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),No
606,GO-20211059733,2021,6/6/2021 4:00:00 AM,455,2021,6/7/2021 4:00:00 AM,938,D55,Streets/Roadways/Highway,NO,NO,Black,,,,Gay,,Yes,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),No
607,GO-20211061711,2021,6/7/2021 4:00:00 AM,1425,2021,6/7/2021 4:00:00 AM,1426,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),No
608,GO-20211188693,2021,6/7/2021 4:00:00 AM,1045,2021,6/25/2021 4:00:00 AM,932,D51,Public Transportation,NO,NO,Black,,,,,,No,Uttering Threats - Bodily Harm,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),No
609,GO-20211069624,2021,6/8/2021 4:00:00 AM,1523,2021,6/8/2021 4:00:00 AM,1559,D31,Public Transportation,NO,NO,East/Southeast Asian,,,Jewish,,,Yes,Mischief Under $5000,024,Black Creek (24),024,Black Creek (24),No
610,GO-20211070343,2021,6/8/2021 4:00:00 AM,1700,2021,6/8/2021 4:00:00 AM,1718,D11,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,Gay,,No,Assault With a Weapon,083,Dufferin Grove (83),083,Dufferin Grove (83),No
611,GO-20211074425,2021,6/9/2021 4:00:00 AM,923,2021,6/9/2021 4:00:00 AM,923,D53,Streets/Roadways/Highway,NO,NO,,,Tamil,,,,No,Criminal Harassment,173,North Toronto (173),104,Mount Pleasant West (104),No
612,GO-20211073749,2021,6/9/2021 4:00:00 AM,728,2021,6/9/2021 4:00:00 AM,728,D33,"Open Area, Park or Parking Lot",NO,NO,,Chinese,,,,,No,Assault With a Weapon,041,Bridle Path-Sunnybrook-York Mills (41),041,Bridle Path-Sunnybrook-York Mills (41),No
613,GO-20211117265,2021,6/10/2021 4:00:00 AM,700,2021,6/15/2021 4:00:00 AM,951,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,Gay,,No,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),No
614,GO-20211766433,2021,6/12/2021 4:00:00 AM,320,2021,9/15/2021 4:00:00 AM,320,D11,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,,Gay,,No,Criminal Harassment,086,Roncesvalles (86),086,Roncesvalles (86),Yes
615,GO-20211124805,2021,6/15/2021 4:00:00 AM,1001,2021,6/16/2021 4:00:00 AM,1022,D13,Streets/Roadways/Highway,NO,NO,Black,,,,,,No,Criminal Harassment,094,Wychwood (94),094,Wychwood (94),Yes
616,GO-20211138631,2021,6/18/2021 4:00:00 AM,833,2021,6/18/2021 4:00:00 AM,833,D31,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Mischief Under $5000,155,Downsview (155),026,Downsview-Roding-CFB (26),No
617,GO-20211144896,2021,6/18/2021 4:00:00 AM,2128,2021,6/19/2021 4:00:00 AM,33,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,Gay,,No,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),Yes
618,GO-20211139526,2021,6/18/2021 4:00:00 AM,830,2021,6/21/2021 4:00:00 AM,603,D11,Public Transportation,NO,NO,,,,Jewish,,,No,Mischief Under $5000,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),No
619,GO-20211153112,2021,6/19/2021 4:00:00 AM,830,2021,6/20/2021 4:00:00 AM,822,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,,No,Mischief Under $5000,103,Lawrence Park South (103),103,Lawrence Park South (103),No
620,GO-20211174546,2021,6/20/2021 4:00:00 AM,1530,2021,6/23/2021 4:00:00 AM,1041,D52,Religious Place of Worship/Cultural Centre,NO,NO,,,,Catholic,,,No,Mischief Interfere With Property,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),No
621,GO-20211159177,2021,6/21/2021 4:00:00 AM,600,2021,6/25/2021 4:00:00 AM,1027,D14,Public Transportation,NO,NO,,,,Jewish,,,No,Mischief Under $5000,095,Annex (95),095,Annex (95),No
622,GO-20211524418,2021,6/22/2021 4:00:00 AM,500,2021,8/12/2021 4:00:00 AM,820,D31,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Mischief Under $5000,155,Downsview (155),026,Downsview-Roding-CFB (26),Yes
623,GO-20211203796,2021,6/27/2021 4:00:00 AM,220,2021,6/27/2021 4:00:00 AM,1300,D31,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,Muslim,,,No,Assault,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),No
624,GO-20211202153,2021,6/27/2021 4:00:00 AM,850,2021,6/27/2021 4:00:00 AM,856,D33,"Open Area, Park or Parking Lot",NO,NO,,Chinese,,,,,No,Criminal Harassment,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),Yes
625,GO-20211207470,2021,6/28/2021 4:00:00 AM,12,2021,6/28/2021 4:00:00 AM,12,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,,Woman,No,Uttering Threats - Bodily Harm,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),Yes
626,GO-20211210995,2021,6/28/2021 4:00:00 AM,1200,2021,6/28/2021 4:00:00 AM,1315,D13,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,,,,,,No,Mischief Interfere With Property,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),No
627,GO-20211228567,2021,6/30/2021 4:00:00 AM,1900,2021,6/30/2021 4:00:00 AM,1900,D51,"Open Area, Park or Parking Lot",NO,NO,,Sri Lankan,,,,,No,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),Yes
628,GO-20211260906,2021,6/30/2021 4:00:00 AM,2359,2021,7/5/2021 4:00:00 AM,1457,D13,Religious Place of Worship/Cultural Centre,NO,NO,,,,Catholic,,,No,Mischief Under $5000,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),No
629,GO-20211235761,2021,7/1/2021 4:00:00 AM,2126,2021,7/2/2021 4:00:00 AM,1102,D12,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,,,,,,No,Mischief Under $5000,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),No
630,GO-20211237111,2021,7/2/2021 4:00:00 AM,0,2021,7/2/2021 4:00:00 AM,142,D51,Streets/Roadways/Highway,NO,NO,,,,Muslim,,,No,Mischief Under $5000,072,Regent Park (72),072,Regent Park (72),No
631,GO-20211249274,2021,7/3/2021 4:00:00 AM,1645,2021,7/3/2021 4:00:00 AM,1816,D22,Public Transportation,NO,NO,,,,Jewish,,,No,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),No
632,GO-20211257665,2021,7/5/2021 4:00:00 AM,713,2021,7/5/2021 4:00:00 AM,713,D51,Public Transportation,NO,NO,Black,,,,,,No,Assault,073,Moss Park (73),073,Moss Park (73),No
633,GO-20211265520,2021,7/6/2021 4:00:00 AM,800,2021,7/6/2021 4:00:00 AM,801,D14,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Assault With a Weapon,162,West Queen West (162),082,Niagara (82),Yes
634,GO-20211298934,2021,7/10/2021 4:00:00 AM,0,2021,7/11/2021 4:00:00 AM,123,D31,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),No
635,GO-20211294072,2021,7/10/2021 4:00:00 AM,1033,2021,7/10/2021 4:00:00 AM,1126,D53,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Assault,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),Yes
636,GO-20211300409,2021,7/11/2021 4:00:00 AM,900,2021,7/11/2021 4:00:00 AM,1031,D55,Public Transportation,NO,NO,Black,,,,,,No,Assault,066,Danforth (66),066,Danforth (66),Yes
637,GO-20211312884,2021,7/12/2021 4:00:00 AM,1600,2021,7/13/2021 4:00:00 AM,1106,D51,Streets/Roadways/Highway,NO,NO,,Chinese,,,,,No,Assault,073,Moss Park (73),073,Moss Park (73),No
638,GO-20211314237,2021,7/13/2021 4:00:00 AM,120,2021,7/13/2021 4:00:00 AM,1418,D22,Government Building,NO,NO,,,,,,Woman,No,Uttering Threats - Bodily Harm,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),Yes
639,GO-20211310924,2021,7/13/2021 4:00:00 AM,246,2021,7/13/2021 4:00:00 AM,246,D32,Public Transportation,NO,NO,Black,,,,,,No,Mischief Under $5000,038,Lansing-Westgate (38),038,Lansing-Westgate (38),No
640,GO-20211351932,2021,7/17/2021 4:00:00 AM,2330,2021,7/18/2021 4:00:00 AM,2122,D51,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,,Gay,,No,Assault Causing Bodily Harm,073,Moss Park (73),073,Moss Park (73),No
641,GO-20211355524,2021,7/18/2021 4:00:00 AM,1530,2021,7/19/2021 4:00:00 AM,1057,D14,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,No,Other Criminal Code Offence Not Listed,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),No
642,GO-20211355495,2021,7/19/2021 4:00:00 AM,1050,2021,7/19/2021 4:00:00 AM,1053,D11,Public Transportation,NO,NO,,Indian,,,,,No,Assault,088,High Park North (88),088,High Park North (88),Yes
643,GO-2021138105,2021,7/22/2021 4:00:00 AM,427,2021,7/23/2021 4:00:00 AM,734,D52,Public Transportation,NO,NO,Black,,,,,,No,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),No
644,GO-20211474464,2021,7/22/2021 4:00:00 AM,1,2021,8/5/2021 4:00:00 AM,934,D53,"Open Area, Park or Parking Lot",NO,NO,White,,,,,,No,Mischief Under $5000,041,Bridle Path-Sunnybrook-York Mills (41),041,Bridle Path-Sunnybrook-York Mills (41),No
645,GO-20211407893,2021,7/26/2021 4:00:00 AM,1555,2021,7/26/2021 4:00:00 AM,2015,D32,Other Commercial / Corporate Places ,NO,NO,Black,,,,,,No,Uttering Threats - Bodily Harm,153,Avondale (153),051,Willowdale East (51),Yes
646,GO-20211408491,2021,7/26/2021 4:00:00 AM,2024,2021,7/26/2021 4:00:00 AM,2144,D31,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,155,Downsview (155),026,Downsview-Roding-CFB (26),No
647,GO-20211422546,2021,7/28/2021 4:00:00 AM,1850,2021,7/28/2021 4:00:00 AM,1958,D11,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,No,Assault With a Weapon,086,Roncesvalles (86),086,Roncesvalles (86),Yes
648,GO-20211418608,2021,7/28/2021 4:00:00 AM,850,2021,7/28/2021 4:00:00 AM,1609,D53,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Assault,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),No
649,GO-20211424334,2021,7/29/2021 4:00:00 AM,143,2021,7/29/2021 4:00:00 AM,143,D51,Business/Retail,NO,NO,Black,,,,,Transgender Woman (Identifies As Woman),Yes,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),No
650,GO-20211465348,2021,8/4/2021 4:00:00 AM,30,2021,8/4/2021 4:00:00 AM,113,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,No,Assault,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),No
651,GO-2022549926,2021,8/9/2021 4:00:00 AM,1854,2022,3/24/2022 4:00:00 AM,1552,D13,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,East/Southeast Asian,,,,,,No,Harassing Communications,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),No
652,GO-20211509638,2021,8/9/2021 4:00:00 AM,1845,2021,8/10/2021 4:00:00 AM,911,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,No,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),Yes
653,GO-20211521523,2021,8/11/2021 4:00:00 AM,1515,2021,8/11/2021 4:00:00 AM,1908,D43,Public Transportation,NO,NO,,Chinese,,,,,No,Assault,156,Bendale-Glen Andrew (156),127,Bendale (127),Yes
654,GO-20211528646,2021,8/12/2021 4:00:00 AM,1630,2021,8/12/2021 4:00:00 AM,1846,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,No,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),No
655,GO-20211550117,2021,8/15/2021 4:00:00 AM,2115,2021,8/15/2021 4:00:00 AM,2302,D11,Streets/Roadways/Highway,NO,NO,Black,,,,,,No,Assault,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),Yes
656,GO-20219021598,2021,8/17/2021 4:00:00 AM,1217,2021,8/19/2021 4:00:00 AM,1003,D14,Religious Place of Worship/Cultural Centre,NO,NO,,,,Catholic,,,No,"Mischief To Religious Property, Educational Institutions, Etc.",078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),Yes
657,GO-20211566269,2021,8/18/2021 4:00:00 AM,417,2021,8/18/2021 4:00:00 AM,934,D13,Religious Place of Worship/Cultural Centre,NO,NO,,,,Jewish,,,No,"Mischief To Religious Property, Educational Institutions, Etc.",107,Oakwood Village (107),107,Oakwood Village (107),No
658,GO-20211584858,2021,8/20/2021 4:00:00 AM,1730,2021,8/20/2021 4:00:00 AM,1857,D53,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,No,Mischief Under $5000,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),No
659,GO-20211630728,2021,8/26/2021 4:00:00 AM,1351,2021,9/15/2021 4:00:00 AM,1224,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,Afghan,,,,,No,Assault,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),No
660,GO-20211655752,2021,8/30/2021 4:00:00 AM,1640,2021,8/30/2021 4:00:00 AM,1640,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Harassing Communications,069,Blake-Jones (69),069,Blake-Jones (69),No
661,GO-20211683692,2021,8/31/2021 4:00:00 AM,900,2021,9/3/2021 4:00:00 AM,1208,D13,Religious Place of Worship/Cultural Centre,NO,NO,,,,Jewish,,,No,Harassing Communications,096,Casa Loma (96),096,Casa Loma (96),Yes
662,GO-20211826243,2021,8/31/2021 4:00:00 AM,1913,2021,9/23/2021 4:00:00 AM,954,D14,Religious Place of Worship/Cultural Centre,NO,NO,,,,Jewish,,,No,Harassing Communications,079,University (79),079,University (79),Yes
663,GO-20211672606,2021,9/1/2021 4:00:00 AM,1900,2021,9/1/2021 4:00:00 AM,2036,D51,Streets/Roadways/Highway,NO,NO,White,,,,,,No,Assault,073,Moss Park (73),073,Moss Park (73),Yes
664,GO-20211685113,2021,9/3/2021 4:00:00 AM,1605,2021,9/3/2021 4:00:00 AM,1605,D13,"Open Area, Park or Parking Lot",NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),No
